"STATISTIC Label","Quarter","Age Group","ICD 10 Diagnostic Group","UNIT","VALUE"
"Deaths Registered","2015Q3","15 - 24 years","Diseases of the Digestive system (K00-K93)","Number","1"
"Deaths Registered","2015Q3","15 - 24 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","0"
"Deaths Registered","2015Q3","15 - 24 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","0"
"Deaths Registered","2015Q3","15 - 24 years","Diseases of the genitourinary system (N00-N99)","Number","1"
"Deaths Registered","2015Q3","15 - 24 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number","0"
"Deaths Registered","2015Q3","15 - 24 years","Certain conditions originating in the perinatal period (P00-P96)","Number","0"
"Deaths Registered","2015Q3","15 - 24 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","0"
"Deaths Registered","2015Q3","15 - 24 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","0"
"Deaths Registered","2015Q3","15 - 24 years","External causes of injury and poisoning (V01-Y89)","Number","38"
"Deaths Registered","2015Q3","15 - 24 years","COVID-19, virus identified and virus unidentified (U07)","Number",""
"Deaths Registered","2015Q3","15 - 24 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2015Q3","15 - 24 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number",""
"Deaths Registered","2015Q3","25 - 34 years","Total deaths (A00-Y89)","Number","107"
"Deaths Registered","2015Q3","25 - 34 years","Infectious and parasitic diseases (A00-B99)","Number","1"
"Deaths Registered","2015Q3","25 - 34 years","Neoplasms (C00-D48)","Number","19"
"Deaths Registered","2015Q3","25 - 34 years","Malignant neoplasms (C00-C97)","Number","19"
"Deaths Registered","2015Q3","25 - 34 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","0"
"Deaths Registered","2015Q3","25 - 34 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","0"
"Deaths Registered","2015Q3","25 - 34 years","Mental and behavioural disorders (F00-F99)","Number","0"
"Deaths Registered","2015Q3","25 - 34 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","6"
"Deaths Registered","2015Q3","25 - 34 years","Diseases of the Circulatory System (I00-I99)","Number","12"
"Deaths Registered","2015Q3","25 - 34 years","Diseases of the Respiratory system (J00-J99)","Number","2"
"Deaths Registered","2015Q3","25 - 34 years","Diseases of the Digestive system (K00-K93)","Number","1"
"Deaths Registered","2015Q3","25 - 34 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","0"
"Deaths Registered","2015Q3","25 - 34 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","0"
"Deaths Registered","2015Q3","25 - 34 years","Diseases of the genitourinary system (N00-N99)","Number","0"
"Deaths Registered","2015Q3","25 - 34 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number","1"
"Deaths Registered","2015Q3","25 - 34 years","Certain conditions originating in the perinatal period (P00-P96)","Number","0"
"Deaths Registered","2015Q3","25 - 34 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","3"
"Deaths Registered","2015Q3","25 - 34 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","3"
"Deaths Registered","2015Q3","25 - 34 years","External causes of injury and poisoning (V01-Y89)","Number","59"
"Deaths Registered","2015Q3","25 - 34 years","COVID-19, virus identified and virus unidentified (U07)","Number",""
"Deaths Registered","2015Q3","25 - 34 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2015Q3","25 - 34 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number",""
"Deaths Registered","2015Q3","35 - 44 years","Total deaths (A00-Y89)","Number","174"
"Deaths Registered","2015Q3","35 - 44 years","Infectious and parasitic diseases (A00-B99)","Number","2"
"Deaths Registered","2015Q3","35 - 44 years","Neoplasms (C00-D48)","Number","46"
"Deaths Registered","2015Q3","35 - 44 years","Malignant neoplasms (C00-C97)","Number","46"
"Deaths Registered","2015Q3","35 - 44 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","0"
"Deaths Registered","2015Q3","35 - 44 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","3"
"Deaths Registered","2015Q3","35 - 44 years","Mental and behavioural disorders (F00-F99)","Number","0"
"Deaths Registered","2015Q3","35 - 44 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","5"
"Deaths Registered","2015Q3","35 - 44 years","Diseases of the Circulatory System (I00-I99)","Number","31"
"Deaths Registered","2015Q3","35 - 44 years","Diseases of the Respiratory system (J00-J99)","Number","6"
"Deaths Registered","2015Q3","35 - 44 years","Diseases of the Digestive system (K00-K93)","Number","10"
"Deaths Registered","2015Q3","35 - 44 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","0"
"Deaths Registered","2015Q3","35 - 44 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","3"
"Deaths Registered","2015Q3","35 - 44 years","Diseases of the genitourinary system (N00-N99)","Number","0"
"Deaths Registered","2015Q3","35 - 44 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number","0"
"Deaths Registered","2015Q3","35 - 44 years","Certain conditions originating in the perinatal period (P00-P96)","Number","0"
"Deaths Registered","2015Q3","35 - 44 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","0"
"Deaths Registered","2015Q3","35 - 44 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","1"
"Deaths Registered","2015Q3","35 - 44 years","External causes of injury and poisoning (V01-Y89)","Number","67"
"Deaths Registered","2015Q3","35 - 44 years","COVID-19, virus identified and virus unidentified (U07)","Number",""
"Deaths Registered","2015Q3","35 - 44 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2015Q3","35 - 44 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number",""
"Deaths Registered","2015Q3","45 - 54 years","Total deaths (A00-Y89)","Number","335"
"Deaths Registered","2015Q3","45 - 54 years","Infectious and parasitic diseases (A00-B99)","Number","5"
"Deaths Registered","2015Q3","45 - 54 years","Neoplasms (C00-D48)","Number","148"
"Deaths Registered","2015Q3","45 - 54 years","Malignant neoplasms (C00-C97)","Number","146"
"Deaths Registered","2015Q3","45 - 54 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","0"
"Deaths Registered","2015Q3","45 - 54 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","6"
"Deaths Registered","2015Q3","45 - 54 years","Mental and behavioural disorders (F00-F99)","Number","0"
"Deaths Registered","2015Q3","45 - 54 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","13"
"Deaths Registered","2015Q3","45 - 54 years","Diseases of the Circulatory System (I00-I99)","Number","78"
"Deaths Registered","2015Q3","45 - 54 years","Diseases of the Respiratory system (J00-J99)","Number","13"
"Deaths Registered","2015Q3","45 - 54 years","Diseases of the Digestive system (K00-K93)","Number","16"
"Deaths Registered","2015Q3","45 - 54 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","0"
"Deaths Registered","2015Q3","45 - 54 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","0"
"Deaths Registered","2015Q3","45 - 54 years","Diseases of the genitourinary system (N00-N99)","Number","0"
"Deaths Registered","2015Q3","45 - 54 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number","0"
"Deaths Registered","2015Q3","45 - 54 years","Certain conditions originating in the perinatal period (P00-P96)","Number","0"
"Deaths Registered","2015Q3","45 - 54 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","5"
"Deaths Registered","2015Q3","45 - 54 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","0"
"Deaths Registered","2015Q3","45 - 54 years","External causes of injury and poisoning (V01-Y89)","Number","51"
"Deaths Registered","2015Q3","45 - 54 years","COVID-19, virus identified and virus unidentified (U07)","Number",""
"Deaths Registered","2015Q3","45 - 54 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2015Q3","45 - 54 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number",""
"Deaths Registered","2015Q3","55 - 64 years","Total deaths (A00-Y89)","Number","624"
"Deaths Registered","2015Q3","55 - 64 years","Infectious and parasitic diseases (A00-B99)","Number","3"
"Deaths Registered","2015Q3","55 - 64 years","Neoplasms (C00-D48)","Number","317"
"Deaths Registered","2015Q3","55 - 64 years","Malignant neoplasms (C00-C97)","Number","316"
"Deaths Registered","2015Q3","55 - 64 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","2"
"Deaths Registered","2015Q3","55 - 64 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","7"
"Deaths Registered","2015Q3","55 - 64 years","Mental and behavioural disorders (F00-F99)","Number","4"
"Deaths Registered","2015Q3","55 - 64 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","28"
"Deaths Registered","2015Q3","55 - 64 years","Diseases of the Circulatory System (I00-I99)","Number","139"
"Deaths Registered","2015Q3","55 - 64 years","Diseases of the Respiratory system (J00-J99)","Number","32"
"Deaths Registered","2015Q3","55 - 64 years","Diseases of the Digestive system (K00-K93)","Number","38"
"Deaths Registered","2015Q3","55 - 64 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","1"
"Deaths Registered","2015Q3","55 - 64 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","4"
"Deaths Registered","2015Q3","55 - 64 years","Diseases of the genitourinary system (N00-N99)","Number","5"
"Deaths Registered","2015Q3","55 - 64 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number","0"
"Deaths Registered","2015Q3","55 - 64 years","Certain conditions originating in the perinatal period (P00-P96)","Number","0"
"Deaths Registered","2015Q3","55 - 64 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","2"
"Deaths Registered","2015Q3","55 - 64 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","1"
"Deaths Registered","2015Q3","55 - 64 years","External causes of injury and poisoning (V01-Y89)","Number","41"
"Deaths Registered","2015Q3","55 - 64 years","COVID-19, virus identified and virus unidentified (U07)","Number",""
"Deaths Registered","2015Q3","55 - 64 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2015Q3","55 - 64 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number",""
"Deaths Registered","2015Q3","65 - 74 years","Total deaths (A00-Y89)","Number","1263"
"Deaths Registered","2015Q3","65 - 74 years","Infectious and parasitic diseases (A00-B99)","Number","11"
"Deaths Registered","2015Q3","65 - 74 years","Neoplasms (C00-D48)","Number","612"
"Deaths Registered","2015Q3","65 - 74 years","Malignant neoplasms (C00-C97)","Number","601"
"Deaths Registered","2015Q3","65 - 74 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","5"
"Deaths Registered","2015Q3","65 - 74 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","29"
"Deaths Registered","2015Q3","65 - 74 years","Mental and behavioural disorders (F00-F99)","Number","17"
"Deaths Registered","2015Q3","65 - 74 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","53"
"Deaths Registered","2015Q3","65 - 74 years","Diseases of the Circulatory System (I00-I99)","Number","315"
"Deaths Registered","2015Q3","65 - 74 years","Diseases of the Respiratory system (J00-J99)","Number","119"
"Deaths Registered","2015Q3","65 - 74 years","Diseases of the Digestive system (K00-K93)","Number","42"
"Deaths Registered","2015Q3","65 - 74 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","2"
"Deaths Registered","2015Q3","65 - 74 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","10"
"Deaths Registered","2015Q3","65 - 74 years","Diseases of the genitourinary system (N00-N99)","Number","13"
"Deaths Registered","2015Q3","65 - 74 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number","0"
"Deaths Registered","2015Q3","65 - 74 years","Certain conditions originating in the perinatal period (P00-P96)","Number","0"
"Deaths Registered","2015Q3","65 - 74 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","0"
"Deaths Registered","2015Q3","65 - 74 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","2"
"Deaths Registered","2015Q3","65 - 74 years","External causes of injury and poisoning (V01-Y89)","Number","33"
"Deaths Registered","2015Q3","65 - 74 years","COVID-19, virus identified and virus unidentified (U07)","Number",""
"Deaths Registered","2015Q3","65 - 74 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2015Q3","65 - 74 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number",""
